Borough,Year,Price_Index
Southwark,2002,41.29846436
Southwark,2003,44.63027064
Southwark,2004,48.50332912
Southwark,2005,50.10135102
Southwark,2006,54.28512811
Southwark,2007,64.77462085
Southwark,2008,65.12015842
Southwark,2009,58.39772301
Southwark,2010,65.72382703
Southwark,2011,69.88903697
Southwark,2012,74.04489751
Southwark,2013,80.66967243
Southwark,2014,95.65591894
Southwark,2015,104.6229728
Southwark,2016,114.1185809
Southwark,2017,115.3601164
Southwark,2018,112.7531137
Southwark,2019,111.5689714
Southwark,2020,114.4508887
Southwark,2021,109.0333333
Southwark,2022,112.7833333
Southwark,2023,112.0083333
Southwark,2024,108.2555556
Sutton,1995,22.85558128
Sutton,1996,23.29799241
Sutton,1997,26.36817249
Sutton,1998,29.9425793
Sutton,1999,32.79834167
Sutton,2000,40.95395972
Sutton,2001,44.8422115
Sutton,2002,52.84638269
Sutton,2003,61.06926613
Sutton,2004,65.62583171
Sutton,2005,68.13533444
Sutton,2006,70.14372743
Sutton,2007,78.50481865
Sutton,2008,78.91578184
Sutton,2009,68.97118267
Sutton,2010,75.9202996
Sutton,2011,75.76982998
Sutton,2012,77.66076929
Sutton,2013,81.94002817
Sutton,2014,94.66309395
Sutton,2015,105.0030555
Sutton,2016,118.7802038
Sutton,2017,122.5589794
Sutton,2018,123.3295169
Sutton,2019,120.8267714
Sutton,2020,123.1522613
Sutton,2021,131.1833333
Sutton,2022,141.2166667
Sutton,2023,141.3916667
Sutton,2024,138.4222222
Tower Hamlets,1995,15.63066047
Tower Hamlets,1996,17.21264314
Tower Hamlets,1997,21.05934165
Tower Hamlets,1998,23.69806008
Tower Hamlets,1999,27.75724014
Tower Hamlets,2000,34.69499489
Tower Hamlets,2001,39.90538102
Tower Hamlets,2002,45.99105408
Tower Hamlets,2003,51.05285322
Tower Hamlets,2004,54.02055446
Tower Hamlets,2005,55.40604964
Tower Hamlets,2006,59.67981945
Tower Hamlets,2007,70.51891736
Tower Hamlets,2008,73.17820015
Tower Hamlets,2009,63.41612302
Tower Hamlets,2010,69.43250719
Tower Hamlets,2011,70.54092276
Tower Hamlets,2012,70.09657406
Tower Hamlets,2013,75.89137876
Tower Hamlets,2014,93.86426494
Tower Hamlets,2015,103.6136296
Tower Hamlets,2016,112.2539422
Tower Hamlets,2017,112.7817698
Tower Hamlets,2018,109.6446627
Tower Hamlets,2019,107.713996
Tower Hamlets,2020,114.4458986
Tower Hamlets,2021,121.8333333
Tower Hamlets,2022,121.9583333
Tower Hamlets,2023,113.2833333
Tower Hamlets,2024,112.3888889
Unnamed: 34,1995,
Unnamed: 34,1996,
Unnamed: 34,1997,
Unnamed: 34,1998,
Unnamed: 34,1999,
Unnamed: 34,2000,
Unnamed: 34,2001,
Unnamed: 34,2002,
Unnamed: 34,2003,
Unnamed: 34,2004,
Unnamed: 34,2005,
Unnamed: 34,2006,
Unnamed: 34,2007,
Unnamed: 34,2008,
Unnamed: 34,2009,
Unnamed: 34,2010,
Unnamed: 34,2011,
Unnamed: 34,2012,
Unnamed: 34,2013,
Unnamed: 34,2014,
Unnamed: 34,2015,
Unnamed: 34,2016,
Unnamed: 34,2017,
Unnamed: 34,2018,
Unnamed: 34,2019,
Unnamed: 34,2020,
Unnamed: 34,2021,
Unnamed: 34,2022,
Unnamed: 34,2023,
Unnamed: 34,2024,
Unnamed: 37,1995,
Unnamed: 37,1996,
Unnamed: 37,1997,
Unnamed: 37,1998,
Unnamed: 37,1999,
Unnamed: 37,2000,
Unnamed: 37,2001,
Unnamed: 37,2002,
Unnamed: 37,2003,
Unnamed: 37,2004,
Unnamed: 37,2005,
Unnamed: 37,2006,
Unnamed: 37,2007,
Unnamed: 37,2008,
Unnamed: 37,2009,
Unnamed: 37,2010,
Unnamed: 37,2011,
Unnamed: 37,2012,
Unnamed: 37,2013,
Unnamed: 37,2014,
Unnamed: 37,2015,
Unnamed: 37,2016,
Unnamed: 37,2017,
Unnamed: 37,2018,
Unnamed: 37,2019,
Unnamed: 37,2020,
Unnamed: 37,2021,
Unnamed: 37,2022,
Unnamed: 37,2023,
Unnamed: 37,2024,
Waltham Forest,1995,18.0919403
Waltham Forest,1996,18.35684129
Waltham Forest,1997,20.14346464
Waltham Forest,1998,22.30714339
Waltham Forest,1999,24.74699164
Waltham Forest,2000,30.41816977
Waltham Forest,2001,35.08664256
Waltham Forest,2002,43.73523776
Waltham Forest,2003,51.68836727
Waltham Forest,2004,56.50124787
Waltham Forest,2005,58.23210565
Waltham Forest,2006,61.91288279
Waltham Forest,2007,69.97558139
Waltham Forest,2008,68.75602985
Waltham Forest,2009,60.50382381
Waltham Forest,2010,65.57217037
Waltham Forest,2011,65.21882058
Waltham Forest,2012,68.11833554
Waltham Forest,2013,75.06777853
Waltham Forest,2014,92.97937543
Waltham Forest,2015,105.5501397
Waltham Forest,2016,121.9757589
Waltham Forest,2017,128.7564693
Waltham Forest,2018,130.1650203
Waltham Forest,2019,127.1655122
Waltham Forest,2020,133.2192437
Waltham Forest,2021,137.3416667
Waltham Forest,2022,142.8166667
Waltham Forest,2023,143.5916667
Waltham Forest,2024,144.9888889
Wandsworth,1995,16.03874352
Wandsworth,1996,16.66003321
Wandsworth,1997,19.51975797
Wandsworth,1998,22.64312033
Wandsworth,1999,26.24217037
Wandsworth,2000,33.27235581
Wandsworth,2001,37.04669515
Wandsworth,2002,42.03475421
Wandsworth,2003,45.74284532
Wandsworth,2004,49.04835321
Wandsworth,2005,51.31116148
Wandsworth,2006,56.14320284
Wandsworth,2007,67.18133638
Wandsworth,2008,65.68993994
Wandsworth,2009,61.45683465
Wandsworth,2010,67.61655621
Wandsworth,2011,69.7312811
Wandsworth,2012,73.91874304
Wandsworth,2013,82.5876639
Wandsworth,2014,98.31618359
Wandsworth,2015,103.4035998
Wandsworth,2016,109.9126543
Wandsworth,2017,111.5702735
Wandsworth,2018,107.7263512
Wandsworth,2019,106.1524142
Wandsworth,2020,110.1667796
Wandsworth,2021,107.3333333
Wandsworth,2022,116.3583333
Wandsworth,2023,112.2083333
Wandsworth,2024,112.6666667
Westminster,1995,13.68856741
Westminster,1996,14.25166923
Westminster,1997,16.94033584
Westminster,1998,19.50874713
Westminster,1999,21.91603539
Westminster,2000,26.67204862
Westminster,2001,30.31852289
Westminster,2002,34.77425887
Westminster,2003,37.21563166
Westminster,2004,38.8466499
Westminster,2005,40.89340849
Westminster,2006,44.73100917
Westminster,2007,52.67263611
Westminster,2008,55.31124654
Westminster,2009,54.48191414
Westminster,2010,62.12040844
Westminster,2011,64.76366792
Westminster,2012,71.35891856
Westminster,2013,80.88603146
Westminster,2014,94.47635738
Westminster,2015,98.77072056
Westminster,2016,101.9346343
Westminster,2017,109.0229793
Westminster,2018,104.4250897
Westminster,2019,97.56790297
Westminster,2020,98.47059184
Westminster,2021,104.4083333
Westminster,2022,111.3
Westminster,2023,110.3416667
Westminster,2024,102.6777778
